Bubble,2,0.000186
Bubble,6,0.000241
Bubble,8,0.000185
Selection,2,0.000051
Selection,6,0.000279
Selection,8,0.000245
Insertion,2,0.000001
Insertion,6,0.000001
Insertion,8,0.000000
